Product code,Product label,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
030195,"Live southern bluefin tunas ""Thunnus maccoyii""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030213,"Fresh or chilled Pacific salmon ""Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030214,"Fresh or chilled Atlantic salmon ""Salmo salar"" and Danube salmon ""Hucho hucho""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030223,"Fresh or chilled sole ""Solea spp.""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030224,"Fresh or chilled turbot ""Psetta maxima""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030236,"Fresh or chilled Southern bluefin tunas ""Thunnus maccoyii""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030241,"Fresh or chilled herring ""Clupea harengus, clupea pallasii""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030242,"Fresh or chilled anchovies ""Engraulis spp.""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030244,"Fresh or chilled mackerel ""Scomber scombrus, Scomber australasicus, Scomber japonicus""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030245,"Fresh or chilled jack and horse mackerel ""Trachurus spp.""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030246,"Fresh or chilled cobia ""Rachycentron canadum""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030247,"Fresh or chilled swordfish ""Xiphias gladius""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030249,"Fresh or chilled Indian mackerels ""Rastrelliger spp."", seerfishes ""Scomberomorus spp."", jacks, ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030250,"Fresh or chilled cod (gadus morhua, gadus ogac, gadus macrocephalus)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030251,"Fresh or chilled cod ""Gadus morhua, Gadus ogac, Gadus macrocephalus""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030254,"Fresh or chilled hake ""Merluccius spp., Urophycis spp.""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030255,"Fresh or chilled Alaska pollack ""Theragra chalcogramma""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030256,"Fresh or chilled blue whiting ""Micromesistius poutassou, Micromesistius australis""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030259,"Fresh or chilled fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030263,Fresh or chilled coalfish (Pollachius virens),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030264,"Fresh or chilled mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030265,Fresh or chilled dogfish and other sharks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030267,Fresh or chilled swordfish (Xiphias gladius),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030271,"Fresh or chilled tilapia ""Oreochromis spp.""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030272,"Fresh or chilled catfish ""Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030273,"Fresh or chilled carp ""Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030274,"Fresh or chilled eels ""Anguilla spp.""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030279,"Fresh or chilled, Nile perch ""Lates niloticus"" and snakeheads ""Channa spp.""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030281,Fresh or chilled dogfish and other sharks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030282,"Fresh or chilled, rays and skates ""Rajidae""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030284,"Fresh or chilled sea bass ""Dicentrarchus spp.""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030285,"Fresh or chilled sea bream ""Sparidae""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030291,"Fresh or chilled fish livers, roes and milt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030292,Fresh or chilled shark fins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030299,"Fresh or chilled fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030311,"Frozen sockeye salmon [red salmon] ""Oncorhynchus nerka""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030312,"Frozen Pacific salmon (excluding sockeye salmon ""red salmon"")",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030313,"Frozen, Atlantic salmon ""Salmo salar"" and Danube salmon ""Hucho hucho""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030314,"Frozen trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030331,"Frozen lesser or Greenland halibut ""Reinhardtius hippoglossoides"", Atlantic halibut ""Hippoglossus ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030333,"Frozen sole ""Solea spp.""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030334,"Frozen turbot ""Psetta maxima""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030351,"Frozen herrings ""Clupea harengus, Clupea pallasii""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030352,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030355,"Frozen jack and horse mackerel ""Trachurus spp.""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030360,"Frozen cod ""Gadus morhua, Gadus ogac and Gadus macrocephalus""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030363,"Frozen cod ""Gadus morhua, Gadus ogac, Gadus macrocephalus""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030364,"Frozen haddock ""Melanogrammus aeglefinus""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030365,"Frozen coalfish ""Pollachius virens""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030366,"Frozen hake ""Merluccius spp., Urophycis spp.""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030367,"Frozen Alaska pollack ""Theragra chalcogramma""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030368,"Frozen blue whiting ""Micromesistius poutassou, Micromesistius australis""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030372,Frozen haddock (Melanogrammus aeglefinus),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030373,Frozen coalfish (Pollachius virens),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030377,"Frozen sea bass (Dicentrarchus labrax, Dicentrarchus punctatus)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030378,"Frozen hake (Merluccius spp., Urophycis spp.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030381,Frozen dogfish and other sharks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030383,"Frozen toothfish ""Dissostichus spp.""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030384,"Frozen sea bass ""Dicentrarchus spp.""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030390,Frozen fish livers and roes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030391,"Frozen fish livers, roes and milt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030392,Frozen shark fins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030399,"Frozen fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, milt ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030433,"Fresh or chilled fillets of Nile perch ""Lates niloticus""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030441,"Fresh or chilled fillets of Pacific salmon ""Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030444,"Fresh or chilled fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030446,"Fresh or chilled fillets of toothfish ""Dissostichus spp.""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030447,Fresh or chilled fillets of dogfish and other sharks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030448,"Fresh or chilled fillets of rays and skates ""Rajidae""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030451,"Fresh or chilled meat, whether or not minced, of tilapia ""Oreochromis spp."", catfish ""Pangasius ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030452,"Fresh or chilled meat, whether or not minced, of salmonidae (excluding fillets)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030462,"Frozen fillets of catfish ""Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030463,"Frozen fillets of Nile perch ""Lates niloticus""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030471,"Frozen fillets of cod ""Gadus morhua, Gadus ogac, Gadus macrocephalus""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030472,"Frozen fillets of haddock ""Melanogrammus aeglefinus""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030475,"Frozen fillets of Alaska pollack ""Theragra chalcogramma""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030485,"Frozen fillets of toothfish ""Dissostichus spp.""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030488,"Frozen fillets of dogfish, other sharks, rays and skates ""Rajidae""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030494,"Frozen meat, whether or not minced, of Alaska pollack ""Theragra chalcogramma"" (excluding fillets)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030495,"Frozen meat, whether or not minced, of fish of the families Bregmacerotidae, Euclichthyidae, ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030532,"Fillets, dried, salted or in brine, but not smoked, of fish of the families Bregmacerotidae, ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030542,"Smoked herring ""Clupea harengus, Clupea pallasii"", incl. fillets (excluding offal)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030543,"Smoked trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030544,"Smoked tilapia ""Oreochromis spp."", catfish ""Pangasius spp., Silurus spp., Clarias spp., Ictalurus ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030551,"Dried cod ""Gadus morhua, Gadus ogac, Gadus macrocephalus"", even salted, not smoked (excluding ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030552,"Dried tilapia ""Oreochromis spp."", catfish ""Pangasius spp., Silurus spp., Clarias spp., Ictalurus ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030553,"Dried fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030554,"Dried herrings ""Clupea harengus, Clupea pallasii"", anchovies ""Engraulis spp."", sardines ""Sardina ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030561,"Herring (Clupea harengus, Clupea pallasii), only salted or in brine (excluding fillets and ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030562,"Cod ""Gadus morhua, Gadus ogac, Gadus macrocephalus"", salted or in brine only (excluding fillets ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030564,"Tilapia ""Oreochromis spp."", catfish ""Pangasius spp., Silurus spp., Clarias spp., Ictalurus ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030572,"Fish heads, tails and maws, smoked, dried, salted or in brine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030615,"Frozen Norway lobsters ""Nephrops norvegicus"", even smoked, whether in shell or not, incl. lobsters ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030625,"Norway lobsters ""Nephrops norvegicus"", even smoked, whether in shell or not, live, fresh, chilled, ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030691,"Rock lobster and other sea crawfish ""Palinurus spp., Panulirus spp. and Jasus spp."", whether ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030692,"Lobsters ""Homarus spp."", whether in shell or not, dried, salted, smoked or in brine, incl. ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030694,"Norway lobsters ""Nephrops norvegicus"", whether in shell or not, dried, salted, smoked or in ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030699,"Crustaceans, fit for human consumption, whether in shell or not, dried, salted, smoked or in ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030712,"Oysters, even in shell, frozen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030722,"Scallops, incl. queen scallops, of the genera Pecten, Chlamys or Placopecten, frozen, even ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030732,"Mussels ""Mytilus spp., Perna spp."", frozen, even in shell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030742,"Cuttle fish and squid, live, fresh or chilled, with or without shell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030771,"Live, fresh or chilled, even in shell, clams, cockles and ark shells ""families Arcidae, Arcticidae, ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030772,"Frozen, even in shell, clams, cockles and ark shells ""families Arcidae, Arcticidae, Cardiidae, ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030779,"Smoked, frozen, dried, salted or in brine, even in shell, clams, cockles and ark shells ""families ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030781,"Live, fresh or chilled, even in shell, abalone ""Haliotis spp.""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030783,"Frozen, even in shell, abalone ""Haliotis spp.""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030784,"Frozen, even in shell, stromboid conchs ""Strombus spp.""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030787,"Smoked, dried, salted or in brine, even in shell, abalone ""Haliotis spp.""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030788,"Smoked, dried, salted or in brine, even in shell, stromboid conchs ""Strombus spp.""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030789,"Smoked, frozen, dried, salted or in brine, abalone ""Haliotis spp."", even in shell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030792,"Molluscs, even in shell, frozen (excl. oysters, scallops of the genera Pecten, Chlamys or Placopecten, ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030812,"Frozen sea cucumbers ""Stichopus japonicus, Holothuroidea""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030821,"Live, fresh or chilled, sea urchins ""Strongylocentrotus spp., Paracentrotus lividus, Loxechinus ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030829,"Smoked, frozen, dried, salted or in brine, sea urchins ""Strongylocentrotus spp., Paracentrotus ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160300,"Extracts and juices of meat, fish or crustaceans, molluscs and other aquatic invertebrates",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160412,"Prepared or preserved herrings, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160416,"Prepared or preserved anchovies, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160417,"Prepared or preserved eels, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160418,"Prepared or preserved shark fins, whole or in pieces (excl. minced)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160430,Caviar and caviar substitutes prepared from fish eggs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160431,Caviar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160540,"Crustaceans, prepared or preserved (excluding smoked, crabs, shrimps, prawns and lobster)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160551,"Oysters, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160553,"Mussels, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160557,"Abalone, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160559,"Molluscs, prepared or preserved (excluding smoked, oysters, scallops, mussels, cuttle fish, ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160562,"Sea urchins, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160563,"Jellyfish, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030222,"Fresh or chilled plaice ""Pleuronectes platessa""",0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030240,"Fresh or chilled herrings (Clupea harengus, clupea pallasii)",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030194,"Live Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
030243,"Fresh or chilled sardines ""Sardina pilchardus, Sardinops spp."", sardinella ""Sardinella spp."", ...",0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0
030345,"Frozen Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0
030454,"Fresh or chilled meat, whether or not minced, of swordfish ""Xiphias gladius"" (excluding fillets)",0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
030579,"Fish fins and other edible fish offal, smoked, dried, salted or in brine (excluding heads, ...",0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0
030719,"Oysters, smoked, frozen, dried, salted or in brine",0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0
160530,"Lobster, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
030479,"Frozen fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, ...",0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,16,0
030496,"Frozen meat, whether or not minced, of dogfish and other sharks",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0
030497,"Frozen meat, whether or not minced, of rays and skates ""Rajidae""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
030632,"Lobsters ""Homarus spp."", whether in shell or not, live, fresh or chilled",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
030635,"Cold-water shrimps and prawns ""Pandalus spp., Crangon crangon"", whether in shell or not, live, ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
030356,"Frozen cobia ""Rachycentron canadum""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,8
030359,"Frozen anchovies ""Engraulis spp."", Indian mackerels ""Rastrelliger spp."", seerfishes ""Scomberomorus ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,20
030432,"Fresh or chilled fillets of catfish ""Pangasius spp., Silurus spp., Clarias spp., Ictalurus ...",0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,1
030443,"Fresh or chilled fillets of flat fish ""Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2
030483,"Frozen fillets of flat fish ""Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
030631,"Rock lobster and other sea crawfish ""Palinurus spp., Panulirus spp. and Jasus spp."", whether ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
030633,"Crabs, whether in shell or not, live, fresh or chilled",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1
030636,"Shrimps and prawns, whether in shell or not, live, fresh or chilled (excl. cold-water shrimps ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,495
030639,"Crustaceans, fit for human consumption, whether in shell or not, live, fresh or chilled (excl. ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
030693,"Crabs, whether in shell or not, dried, salted, smoked or in brine, incl. crabs in shell, cooked ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4720,3150
030695,"Shrimps and prawns, whether in shell or not, dried, salted, smoked or in brine, incl. ones ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
030743,"Cuttle fish and squid, frozen, with or without shell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,150
030752,"Octopus ""Octopus spp."", frozen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3220,4629
