HS Code 6,Konsumsi-Non Konsumsi,Olahan-Non Olahan,Asal Bahan Baku,Komoditas,Komoditas 1,Komoditas 2,Group_Commodities,Commodities,Sebaran Habitat,Bentuk,Form,Uraian 2017
030111,N,N,Perikanan Budidaya,Ikan Hias,Ikan Hias,Ikan Hias,Other Fish,Ornamental Fish,Tropis,Ikan Hias Air Tawar,Freshwater Ornamental Fish,Benih ikan Botia (Chromobotia macracanthus)
030119,N,N,Perikanan Budidaya,Ikan Hias,Ikan Hias,Ikan Hias,Other Fish,Ornamental Fish,Tropis,Ikan Hias Air Laut,Marine Ornamental Fish,"Benih ikan hias lainnya, selain air tawar"
121229,N,N,Perikanan Budidaya,Rumput Laut,Rumput Laut,Rumput Laut,Seaweeds,Seaweeds,Tropis,Tidak Layak Untuk Konsumsi Manusia,Unfit For Human Consumption,"Rumput laut dan alga lainnya, segar, didinginkan atau dikeringkan, dari jenis yang digunakan dalam farmasi/Seaweeds and other algae, fresh, chilled/dried of a kind used in pharmacy"
710110,N,O,Perikanan Tangkap,Mutiara,Mutiara,Mutiara,Pearls,Pearls,Tropis,Alam,Natural,Mutiara alam/Natural pearls
710121,N,O,Perikanan Budidaya,Mutiara,Mutiara,Mutiara,Pearls,Pearls,Tropis,Budidaya Air Tawar,Cultured In Freshwater,"Mutiara budidaya, tidak dikerjakan/Cultured pearls, unworked"
710122,N,O,Perikanan Budidaya,Mutiara,Mutiara,Mutiara,Pearls,Pearls,Tropis,Budidaya Air Tawar,Cultured In Freshwater,"Mutiara budidaya, dikerjakan/Cultured pearls, worked"
711610,N,O,Perikanan Budidaya,Mutiara,Mutiara,Mutiara,Pearls,Pearls,Tropis,Lainnya,Others,Barang dari mutiara alam atau budidaya/Articles of natural/cultured pearls
030110,NA,NA,NA,NA,NA,NA,Other Fish,Ornamental Fish,NA,NA,Live,Live ornamental fish
030261,NA,NA,NA,NA,NA,NA,Other Fish,Sardines,NA,NA,Fresh Or Chilled,"Fresh or chilled sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), ..."
030264,NA,NA,NA,NA,NA,NA,Other Fish,Mackerel,NA,NA,Fresh Or Chilled,"Fresh or chilled mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)"
030266,NA,NA,NA,NA,NA,NA,Other Fish,Eels,NA,NA,Fresh Or Chilled,Fresh or chilled eels (Anguilla spp.)
030371,NA,NA,NA,NA,NA,NA,Other Fish,Sardines,NA,NA,Frozen,"Frozen sardines Sardina pilchardus, Sardinops spp."", sardinella ""Sardinella spp."" and brisling ..."
030374,NA,NA,NA,NA,NA,NA,Other Fish,Mackerel,NA,NA,Frozen,"Frozen mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)"
030376,NA,NA,NA,NA,NA,NA,Other Fish,Eels,NA,NA,Frozen,Frozen eels (Anguilla spp.)
030613,NA,NA,NA,NA,NA,NA,Shrimp,Shrimps,NA,NA,Frozen,"Frozen shrimps and prawns, whether in shell or not, incl. shrimps and prawns in shell, cooked ..."
030621,NA,NA,NA,NA,NA,NA,Other Fish,Lobsters,NA,NA,Smoked,"Rock lobster and other sea crawfish ""Palinurus spp., Panulirus spp. and Jasus spp."", even smoked, ..."
030622,NA,NA,NA,NA,NA,NA,Other Fish,Lobsters,NA,NA,Smoked,"Lobsters ""Homarus spp."", even smoked, whether in shell or not, live, fresh, chilled, dried, ..."
030623,NA,NA,NA,NA,NA,NA,Shrimp,Shrimps,NA,NA,Prepared Or Preserved,"Shrimps and prawns, whether in shell or not, live, dried, salted or in brine, incl. shrimps ..."
030625,NA,NA,NA,NA,NA,NA,Other Fish,Lobsters,NA,NA,Smoked,"Norway lobsters ""Nephrops norvegicus"", even smoked, whether in shell or not, live, fresh, chilled, ..."
030629,NA,NA,NA,NA,NA,NA,Shrimp,Shrimps,NA,NA,Smoked,"Crustaceans, even smoked, fit for human consumption, whether in shell or not, live, fresh, ..."
030741,NA,NA,NA,NA,NA,NA,Mollusk,"Cuttle Fish, Squid, Octopus",NA,NA,Fresh Or Chilled,"Live, fresh or chilled, not smoked, cuttle fish ""Sepia officinalis, Rossia macrosoma, Sepiola ..."
160520,NA,NA,NA,NA,NA,NA,Shrimp,Shrimps,NA,NA,Prepared Or Preserved,"Shrimps and prawns, prepared or preserved"
030614,K,N,Perikanan Tangkap,Rajungan-Kepiting,Rajungan-Kepiting,Rajungan-Kepiting,Crabs,Crabs Or Swimming Crabs,Tropis,Beku,Frozen,"Kepiting cangkang lunak beku/Soft shell crabs, frozen"
030192,K,N,Perikanan Budidaya,Sidat,Sidat,Sidat,Other Fish,Eels,Tropis,Hidup,Live,Sidat (Anguilla spp.) hidup/Live eels (Anguilla spp.)
030194,K,N,Perikanan Tangkap,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna & Tuna Like Species,"Tunas, Tonggol, Skipjack",Tropis,Hidup,Live,"Tuna sirip biru Atlantik (Thunnus thynnus) dan Fasifik (Thunnus orientalis), hidup"
030195,K,N,Perikanan Tangkap,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna & Tuna Like Species,"Tunas, Tonggol, Skipjack",Tropis,Hidup,Live,"Tuna sirip biru selatan (Thunnus maccoyii), hidup/Southern bluefin tunas (Thunnus maccoyii), live"
030231,K,N,Perikanan Tangkap,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna & Tuna Like Species,"Tunas, Tonggol, Skipjack",Tropis,Segar Atau Dingin,Fresh Or Chilled,"Albacore atau tuna sirip panjang (Thunnus alalunga) segar atau dingin/Albacore or longfinned tunas (Thunnus alalunga), fresh or chilled"
030232,K,N,Perikanan Tangkap,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna & Tuna Like Species,"Tunas, Tonggol, Skipjack",Tropis,Segar Atau Dingin,Fresh Or Chilled,"Tuna sirip kuning (Thunnus albacares), segar atau dingin/Yellowfin tunas (Thunnus albacares), fresh or chilled"
030233,K,N,Perikanan Tangkap,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna & Tuna Like Species,"Tunas, Tonggol, Skipjack",Tropis,Segar Atau Dingin,Fresh Or Chilled,"Cakalang atau stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), segar atau dingin/Skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), fresh or chilled"
030234,K,N,Perikanan Tangkap,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna & Tuna Like Species,"Tunas, Tonggol, Skipjack",Tropis,Segar Atau Dingin,Fresh Or Chilled,"Tuna mata besar (Thunnus obesus) segar atau dingin/Bigeye tunas (Thunnus obesus), fresh or chilled"
030235,K,N,Perikanan Tangkap,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna & Tuna Like Species,"Tunas, Tonggol, Skipjack",Tropis,Segar Atau Dingin,Fresh Or Chilled,"Tuna sirip biru Atlantik dan Pasifik (Thunnus thynnus, Thunnus orientalis), segar atau dingin"
030236,K,N,Perikanan Tangkap,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna & Tuna Like Species,"Tunas, Tonggol, Skipjack",Tropis,Segar Atau Dingin,Fresh Or Chilled,"Tuna sirip biru selatan (Thunnus maccoyii), segar atau dingin/Southern bluefin tunas(Thunnus maccoyii), fresh or chilled"
030239,K,N,Perikanan Tangkap,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna & Tuna Like Species,"Tunas, Tonggol, Skipjack",Tropis,Segar Atau Dingin,Fresh Or Chilled,"Tuna lainnya, segar atau dingin/Other tunas, fresh or chilled"
030243,K,N,Perikanan Tangkap,Sarden,Sarden,Sarden,Other Fish,Sardines,Tropis,Segar Atau Dingin,Fresh Or Chilled,"Sarden (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling atau sprats (Sprattus sprattus) segar atau dingin/Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus) fresh or chilled"
030244,K,N,Perikanan Tangkap,Makarel,Makarel,Makarel,Other Fish,Mackerel,Sub Tropis,Segar Atau Dingin,Fresh Or Chilled,"Makarel (Scomber scombrus, Scomber australasicus, Scomber japonicus) segar atau dingin/Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), fresh or chilled"
030245,K,N,Perikanan Tangkap,Makarel,Makarel,Makarel,Other Fish,Mackerel,Sub Tropis,Segar Atau Dingin,Fresh Or Chilled,"Makarel jack dan makarel kuda (Trachurus spp.) segar atau dingin/Jack and horse mackerel (Trachurus spp.), fresh or chilled"
030271,K,N,Perikanan Budidaya,Tilapia,Tilapia,Tilapia,Tilapias,Tilapias,Tropis,Segar Atau Dingin,Fresh Or Chilled,"Tilapia (Oreochromis niloticus) segar atau dingin/Tilapias (Oreocromis niloticusd), fresh or chilled"
030274,K,N,Perikanan Budidaya,Sidat,Sidat,Sidat,Other Fish,Eels,Tropis,Segar Atau Dingin,Fresh Or Chilled,Sidat (Anguilla spp.) segar atau dingin/Eels (Anguilla spp.) fresh or chilled
030323,K,N,Perikanan Budidaya,Tilapia,Tilapia,Tilapia,Tilapias,Tilapias,Tropis,Beku,Frozen,"Tilapia (Oreochromis niloticus) beku/Tilapias (Oreochromis niloticus), frozen"
030326,K,N,Perikanan Budidaya,Sidat,Sidat,Sidat,Other Fish,Eels,Tropis,Beku,Frozen,Sidat (Anguilla spp.) beku/Eels (Anguilla spp.) frozen
030341,K,N,Perikanan Tangkap,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna & Tuna Like Species,"Tunas, Tonggol, Skipjack",Tropis,Beku,Frozen,"Albacore atau tuna sirip panjang (Thunnus alalunga) beku/Albacore or longfinned tunas ((Thunnus alalunga), frozen"
030342,K,N,Perikanan Tangkap,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna & Tuna Like Species,"Tunas, Tonggol, Skipjack",Tropis,Beku,Frozen,"Tuna sirip kuning (Thunnus albacares), beku/Yellowfin tunas (Thunnus albacares), frozen"
030343,K,N,Perikanan Tangkap,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna & Tuna Like Species,"Tunas, Tonggol, Skipjack",Tropis,Beku,Frozen,"Cakalang atau stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), beku/Skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), frozen"
030344,K,N,Perikanan Tangkap,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna & Tuna Like Species,"Tunas, Tonggol, Skipjack",Tropis,Beku,Frozen,"Tuna mata besar (Thunnus obesus) beku/Bigeye tunas (Thunnus obesus), frozen"
030345,K,N,Perikanan Tangkap,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna & Tuna Like Species,"Tunas, Tonggol, Skipjack",Tropis,Beku,Frozen,"Tuna sirip biru Atlantik (Thunnus thynnus), beku/Atlantic bluefin tunas (Thunnus thynnus), frozen"
030346,K,N,Perikanan Tangkap,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna & Tuna Like Species,"Tunas, Tonggol, Skipjack",Tropis,Beku,Frozen,"Tuna sirip biru selatan (Thunnus maccoyii), beku/Southern bluefin tunas(Thunnus maccoyii), frozen"
030349,K,N,Perikanan Tangkap,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna & Tuna Like Species,"Tunas, Tonggol, Skipjack",Tropis,Beku,Frozen,"Tuna lainnya, beku/Other tunas, frozen"
030353,K,N,Perikanan Tangkap,Sarden,Sarden,Sarden,Other Fish,Sardines,Tropis,Beku,Frozen,"Sarden (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling atau sprats (Sprattus sprattus), beku/Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), frozen"
030354,K,N,Perikanan Tangkap,Makarel,Makarel,Makarel,Other Fish,Mackerel,Sub Tropis,Beku,Frozen,"Makarel (Scomber scombrus, Scomber australasicus) beku/Mackerel (Scomber scombrus, Scomber australasicus) frozen"
030355,K,N,Perikanan Tangkap,Makarel,Makarel,Makarel,Other Fish,Mackerel,Sub Tropis,Beku,Frozen,Makarel jack dan makarel kuda (Trachurus spp.) beku/Jack and horse mackarel (Trachurus spp.) frozen
030431,K,O,Perikanan Budidaya,Tilapia,Tilapia,Tilapia,Tilapias,Tilapias,Tropis,Fillet,Fillets,"Fillet tilapia (Oreochromis spp.) segar atau dingin/Tilapias fillets (Oreochromis spp.), fresh or chilled"
030461,K,O,Perikanan Budidaya,Tilapia,Tilapia,Tilapia,Tilapias,Tilapias,Tropis,Fillet,Fillets,"Fillet Tilapia (Oreochromis spp.) beku/Tilapias fillets (Oreochromis spp.), frozen"
030487,K,O,Perikanan Tangkap,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna & Tuna Like Species,"Tunas, Tonggol, Skipjack",Tropis,Fillet,Fillets,Filet tuna beku (of the genus Thunnus) dan cakalang atau stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis)/Frozen fillets of tunas (of the genus Thunnus) dan skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis)
030499,K,O,Perikanan Tangkap,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna & Tuna Like Species,"Tunas, Tonggol, Skipjack",Tropis,Daging Lainnya,Other Meat,"NA"
030569,K,O,Perikanan Tangkap,Makarel,Makarel,Makarel,Other Fish,Mackerel,Sub Tropis,Diasinkan,Salted,"Makarel (Scomber scombrus, Scomber australasicus, Scomber japonicus), diasinkan tetapi tidak dikeringkan atau tidak diasapi dan ikan dalam air garam, selain bagian ikan lainnya yang dapat dimakan/Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), salted but not dried or smoked and fish in brine, other than edible fish offal"
030579,K,O,Perikanan Tangkap,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna & Tuna Like Species,"Tunas, Tonggol, Skipjack",Tropis,Daging Lainnya,Other Meat,"NA"
030611,K,O,Perikanan Tangkap,Lobster,Lobster,Lobster,Other Fish,Lobsters,Tropis,Beku,Frozen,"Lobster karang dan udang laut besar lainnya (Palinurus spp., Panulirus spp., Jasus spp.) diasapi, beku/Rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), smoked"
030612,K,O,Perikanan Tangkap,Lobster,Lobster,Lobster,Other Fish,Lobsters,Tropis,Beku,Frozen,"Lobster (Homarus spp.) diasapi, beku/Lobster (Homarus spp.) smoked"
030615,K,O,Perikanan Tangkap,Lobster,Lobster,Lobster,Other Fish,Lobsters,Sub Tropis,Beku,Frozen,Lobster Norwegia (Nephrops norvegicus) beku/Lobster Norwegia (Nephrops norvegicus) frozen
030616,K,O,Perikanan Tangkap,Udang,Udang,Udang,Shrimp,Shrimps,Sub Tropis,Beku,Frozen,"Udang dan udang besar air dingin (Pandalus spp, Crangon crangon), beku/Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), frozen"
030617,K,O,Perikanan Budidaya,Udang,Udang,Udang,Shrimp,Shrimps,Tropis,Beku,Frozen,"NA"
030619,K,O,Perikanan Tangkap,Udang,Udang,Udang,Shrimp,Shrimps,Tropis,Beku,Frozen,"Krustacea lainnya, termasuk tepung, tepung kasar dan pelet, yang layak untuk dikonsumsi manusia, beku/Other crustacea,including flours, meals and pellets, fit for human consumption, frozzen"
030631,K,N,Perikanan Tangkap,Lobster,Lobster,Lobster,Other Fish,Lobsters,Tropis,Hidup,Live,"Bibit lobster karang dan udang laut besar lainnya (Palinurus spp., Panulirus spp., Jasus spp.)/Rock lobsters and other sea crawfish, (Palinurus spp., Panulirus spp., Jasus spp), breeder"
030632,K,N,Perikanan Tangkap,Lobster,Lobster,Lobster,Other Fish,Lobsters,Tropis,Hidup,Live,"Bibit lobsters (Homarus spp.)/Lobsters (homarus spp), breeder"
030633,K,N,Perikanan Budidaya,Rajungan-Kepiting,Rajungan-Kepiting,Rajungan-Kepiting,Crabs,Crabs Or Swimming Crabs,Tropis,Hidup-Segar-Dingin,Live-Fresh-Chiled,"Kepiting, hidup, segar atau dingin"
030624,K,N,Perikanan Tangkap,Rajungan-Kepiting,Rajungan-Kepiting,Rajungan-Kepiting,Crabs,Crabs Or Swimming Crabs,Tropis,Segar Atau Dingin,Fresh Or Chilled,"NA"
030634,K,N,Perikanan Tangkap,Lobster,Lobster,Lobster,Other Fish,Lobsters,Tropis,Hidup-Segar-Dingin,Live-Fresh-Chiled,"Lobster Norwegia (Nephrops norvegicus), hidup, segar atau dingin"
030635,K,N,Perikanan Tangkap,Udang,Udang,Udang,Shrimp,Shrimps,Tropis,Hidup,Live,"Bibit udang dan udang besar air dingin (Pandalus spp, Crangon crangon)/Cold-water shrimps and prawns (Pandalus spp, Crangon crangon), breeder"
030626,K,O,Perikanan Tangkap,Udang,Udang,Udang,Shrimp,Shrimps,Tropis,Dikeringkan Atau Tidak Beku Lainnya,Dried,"NA"
030636,K,N,Perikanan Budidaya,Udang,Udang,Udang,Shrimp,Shrimps,Tropis,Hidup,Live,"Bibit udang windu (Penaeus monodon)/Giant tiger prawns (Penaeus monodon), breeder"
030639,K,N,Perikanan Tangkap,Udang,Udang,Udang,Shrimp,Shrimps,Tropis,Hidup,Live,"Krustacea lainnya, layak untuk dikonsumsi manusia, hidup/Other crustaceans, fit for human consumption, live"
030691,K,O,Perikanan Tangkap,Lobster,Lobster,Lobster,Other Fish,Lobsters,Tropis,Dalam Kemasan Kedap Udara,Smoked,"Lobster karang dan udang laut besar lainnya (Palinurus spp., Panulirus spp., Jasus spp.) dalam kemasan kedap udara untuk penjualan eceran, diasapi"
030692,K,O,Perikanan Tangkap,Lobster,Lobster,Lobster,Other Fish,Lobsters,Tropis,Dalam Kemasan Kedap Udara,Smoked,"Lobsters (Homarus spp.), dalam kemasan kedap udara untuk penjualan eceran, diasapi"
030693,K,O,Perikanan Tangkap,Rajungan-Kepiting,Rajungan-Kepiting,Rajungan-Kepiting,Crabs,Crabs Or Swimming Crabs,Tropis,Dalam Kemasan Kedap Udara,Smoked,"Kepiting dalam kemasan kedap udara untuk penjualan eceran, diasapi"
030694,K,O,Perikanan Tangkap,Lobster,Lobster,Lobster,Other Fish,Lobsters,Tropis,Dalam Kemasan Kedap Udara,Smoked,"Lobster Norwegia (Nephrops norvegicus) dalam kemasan kedap udara untuk penjualan eceran, diasapi"
030695,K,O,Perikanan Tangkap,Udang,Udang,Udang,Shrimp,Shrimps,Tropis,Dalam Kemasan Kedap Udara,Others,"Udang dan udang besar, dalam kemasan kedap udara untuk penjualan eceran, berkulit, dikukus atau direbus"
030627,K,O,Perikanan Tangkap,Udang,Udang,Udang,Shrimp,Shrimps,Tropis,Lainnya,Others,"NA"
030699,K,O,Perikanan Tangkap,Udang,Udang,Udang,Shrimp,Shrimps,Tropis,Dalam Kemasan Kedap Udara,Others,"Krustacea lainnya, layak untuk dikonsumsi manusia, dalam kemasan kedap udara untuk penjualan eceran, diasapi"
030742,K,N,Perikanan Tangkap,Cumi-Sotong-Gurita,Cumi-Sotong-Gurita,Cumi-Sotong-Gurita,Mollusk,"Cuttle Fish, Squid, Octopus",Tropis,Hidup,Live,"Cumi- cumi (Sepia officinalis, Rossia macrosoma, Sepiola spp.) dan sotong (Ommastrephes spp., Loligo spp.,Nototodarus spp., Sepioteuthis spp.) hidup/Cuttle fish (Sepia officinalis, Rossia macrosoma, Sepiola spp.) and squid (Ommastrephes spp., Loligo spp.,Nototodarus spp., Sepioteuthis spp.) live"
030743,K,N,Perikanan Tangkap,Cumi-Sotong-Gurita,Cumi-Sotong-Gurita,Cumi-Sotong-Gurita,Mollusk,"Cuttle Fish, Squid, Octopus",Tropis,Beku,Frozen,"Cumi- cumi (Sepia officinalis, Rossia macrosoma, Sepiola spp.) dan sotong (Ommastrephes spp., Loligo spp.,Nototodarus spp., Sepioteuthis spp.) beku/Cuttle fish (Sepia officinalis, Rossia macrosoma, Sepiola spp.) and squid (Ommastrephes spp., Loligo spp.,Nototodarus spp., Sepioteuthis spp.) frozen"
030749,K,O,Perikanan Tangkap,Cumi-Sotong-Gurita,Cumi-Sotong-Gurita,Cumi-Sotong-Gurita,Mollusk,"Cuttle Fish, Squid, Octopus",Tropis,Dikeringkan,Dried,"Cumi- cumi (Sepia officinalis, Rossia macrosoma, Sepiola spp.) dan sotong (Ommastrephes spp., Loligo spp.,Nototodarus spp., Sepioteuthis spp.) dikeringkan, diasinkan atau dalam air garam/Cuttle fish (Sepia officinalis, Rossia macrosoma, Sepiola spp.) and squid (Ommastrephes spp., Loligo spp.,Nototodarus spp., Sepioteuthis spp.) dried, salted or in brine"
030751,K,N,Perikanan Tangkap,Cumi-Sotong-Gurita,Cumi-Sotong-Gurita,Cumi-Sotong-Gurita,Mollusk,"Cuttle Fish, Squid, Octopus",Tropis,Hidup,Live,Gurita (Octopus spp.) hidup/Octopus (Octopus spp.) live
030752,K,N,Perikanan Tangkap,Cumi-Sotong-Gurita,Cumi-Sotong-Gurita,Cumi-Sotong-Gurita,Mollusk,"Cuttle Fish, Squid, Octopus",Tropis,Beku,Frozen,Gurita (Octopus spp.) beku/Octopus (Octopus spp.) frozen
030759,K,O,Perikanan Tangkap,Cumi-Sotong-Gurita,Cumi-Sotong-Gurita,Cumi-Sotong-Gurita,Mollusk,"Cuttle Fish, Squid, Octopus",Tropis,Dikeringkan,Dried,"Gurita (Octopus spp.) dikeringkan, diasinkan atau dalam air garam/Octopus (Octopus spp.) dried, salted or in brine"
121221,K,N,Perikanan Budidaya,Rumput Laut,Rumput Laut,Rumput Laut,Seaweeds,Seaweeds,Tropis,Layak Untuk Konsumsi Manusia,Fit For Human Consumption,"Eucheuma spinosum, dikeringkan tetapi tidak dihancurkan, layak untuk konsumsi manusia"
130231,K,O,Perikanan Budidaya,Rumput Laut,Rumput Laut,Rumput Laut,Seaweeds,Seaweeds,Tropis,Agar-Agar,Agar-Agar,Agar-agar/Agar-agar
130239,K,O,Perikanan Budidaya,Rumput Laut,Rumput Laut,Rumput Laut,Seaweeds,Seaweeds,Tropis,Karagenan,Carageenan,"Karaginan dalam bentuk bubuk, semi-murni"
160413,K,O,Perikanan Tangkap,Sarden,Sarden,Sarden,Other Fish,Sardines,Tropis,Dalam Kemasan Kedap Udara,Prepared Or Preserved,"Sarden (Sardina pilchardus, Sardinops spp.), utuh atau dalam potongan, tetapi tidak dicincang, diolah atau diawetkan, dalam kemasan kedap udara untuk penjualan eceran"
160414,K,O,Perikanan Tangkap,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna-Tongkol-Cakalang,Tuna & Tuna Like Species,"Tunas, Tonggol, Skipjack",Tropis,Dalam Kemasan Kedap Udara,Prepared Or Preserved,"Tuna, utuh atau dalam potongan, tetapi tidak dicincang, diolah atau diawetkan, dalam kemasan kedap udara untuk penjualan eceran"
160415,K,O,Perikanan Tangkap,Makarel,Makarel,Makarel,Other Fish,Mackerel,Sub Tropis,Dalam Kemasan Kedap Udara,Prepared Or Preserved,"Makarel utuh atau dalam potongan, tidak dicincang, diolah atau diawetkan, dalam kemasan kedap udara untuk penjualan eceran"
160417,K,O,Perikanan Budidaya,Sidat,Sidat,Sidat,Other Fish,Eels,Tropis,Dalam Kemasan Kedap Udara,Prepared Or Preserved,"Sidat (Anguilla spp.) diolah atau diawetkan, utuh atau dalam potongan, tidak dicincang, dalam kemasan kedap udara untuk penjualan eceran"
160419,K,O,Perikanan Tangkap,Makarel,Makarel,Makarel,Other Fish,Mackerel,Sub Tropis,Dalam Kemasan Kedap Udara,Prepared Or Preserved,"Makarel kuda utuh atau dalam potongan, tetapi tidak dicincang diolah atau diawetkan, dalam kemasan kedap udara untuk penjualan eceran"
160510,K,O,Perikanan Tangkap,Rajungan-Kepiting,Rajungan-Kepiting,Rajungan-Kepiting,Crabs,Crabs Or Swimming Crabs,Tropis,Dalam Kemasan Kedap Udara,Prepared Or Preserved,Kepiting diolah atau diawetkan dalam kemasan kedap udara/Crabs prepared or preserved in airtight containers
160521,K,O,Perikanan Tangkap,Udang,Udang,Udang,Shrimp,Shrimps,Tropis,Tidak Dalam Kemasan Kedap Udara,Prepared Or Preserved,"Udang dan udang besar, diolah atau diawetkan, tidak dalam kemasan kedap udara/Other shrimps and prawns, prepared or preserved, not in airtight containers"
160530,K,O,Perikanan Tangkap,Lobster,Lobster,Lobster,Other Fish,Lobsters,Tropis,Diolah-Diawetkan,Prepared Or Preserved,"Lobster diolah atau diawetkan/Lobster, prepared or preserved"
160540,K,O,Perikanan Tangkap,Udang,Udang,Udang,Shrimp,Shrimps,Tropis,Diolah-Diawetkan,Prepared Or Preserved,"Krustasea lainnya, diolah atau diawetkan/Other crustaceans, prepared or preserved"
160554,K,O,Perikanan Tangkap,Cumi-Sotong-Gurita,Cumi-Sotong-Gurita,Cumi-Sotong-Gurita,Mollusk,"Cuttle Fish, Squid, Octopus",Tropis,Dalam Kemasan Kedap Udara,Prepared Or Preserved,"Sotong dan cumi-cumi, diolah atau diawetkan, dalam kemasan kedap udara untuk penjualan eceran"
160555,K,O,Perikanan Tangkap,Cumi-Sotong-Gurita,Cumi-Sotong-Gurita,Cumi-Sotong-Gurita,Mollusk,"Cuttle Fish, Squid, Octopus",Tropis,Diolah-Diawetkan,Prepared Or Preserved,Gurita (Octopus spp.) diolah atau diawetkan/Octopus (Octopus spp.) prepared or preserved
190190,K,O,Perikanan Tangkap,Udang,Udang,Udang,Shrimp,Shrimps,Tropis,Diolah-Diawetkan,Prepared Or Preserved,"NA"
All Goods,All Goods,All Goods,All Goods,All Goods,All Goods,All Goods,All Goods,All Goods,All Goods,All Goods,All Goods,All Goods
